alpha,确定性判断的错误率,决策总代价,平均代价,综合错误率,正确率,f1,边界域错误率,边界域首选项错误率,边界域次选项错误率,边界域比例
0,0,266.085426790385,0.434780109134617,0.514705882352941,0.485294117647059,0.382718022804579,0,0,0,0
0,0,289.299679436658,0.472711894504344,0.51797385620915,0.48202614379085,0.382329810438152,0,0,0,0
0,0,291.255627926442,0.475907888768696,0.515901060070671,0.484098939929329,0.360701911238906,0,0,0,0
5,0.507772020725389,268.603435612778,0.438894502635258,0.504901960784314,0.495098039215686,0.402613798081995,0.454545454545455,0.636363636363636,0.818181818181818,0.053921568627451
10,0.492727272727273,264.649415278675,0.432433685095874,0.498366013071895,0.501633986928105,0.425335716890289,0.548387096774194,0.709677419354839,0.838709677419355,0.101307189542484
15,0.482625482625483,257.227768384292,0.420306811085445,0.486928104575163,0.513071895424837,0.449824712783688,0.51063829787234,0.691489361702128,0.819148936170213,0.15359477124183
20,0.471428571428571,255.598665177521,0.417644877741047,0.485294117647059,0.514705882352941,0.468704381786584,0.540983606557377,0.688524590163934,0.852459016393443,0.199346405228758
25,0.47276688453159,254.800554881661,0.416340775950427,0.473856209150327,0.526143790849673,0.487448610015218,0.477124183006536,0.640522875816993,0.836601307189543,0.25
30,0.46135831381733,254.61055511094,0.416030318808725,0.472222222222222,0.527777777777778,0.505671272385311,0.497297297297297,0.637837837837838,0.859459459459459,0.302287581699346
35,0.441624365482233,247.822760729137,0.404939151518197,0.459150326797386,0.540849673202614,0.5529522827299,0.490825688073395,0.646788990825688,0.844036697247706,0.356209150326797
40,0.464831804281346,250.093286493365,0.408649160936871,0.454248366013072,0.545751633986928,0.584792328922704,0.442105263157895,0.571929824561404,0.870175438596491,0.465686274509804
45,0.464831804281346,250.093286493365,0.408649160936871,0.454248366013072,0.545751633986928,0.584792328922704,0.442105263157895,0.571929824561404,0.870175438596491,0.465686274509804
50,0.459016393442623,244.338903300958,0.399246574021172,0.447712418300654,0.552287581699346,0.606858409566225,0.436482084690554,0.570032573289902,0.866449511400652,0.501633986928105
55,0.465201465201465,239.972114672895,0.392111298485122,0.441176470588235,0.558823529411765,0.634738953140868,0.421828908554572,0.554572271386431,0.867256637168142,0.553921568627451
60,0.475982532751092,239.797127959742,0.391825372483238,0.434640522875817,0.565359477124183,0.671666977037972,0.409921671018277,0.537859007832898,0.872062663185379,0.625816993464052
65,0.497652582159624,240.04672793119,0.39223321557384,0.433006535947712,0.566993464052288,0.677914801812606,0.398496240601504,0.523809523809524,0.87468671679198,0.651960784313726
70,0.508196721311475,234.312107372779,0.382862920543756,0.42483660130719,0.57516339869281,0.704452444600591,0.389277389277389,0.517482517482518,0.871794871794872,0.700980392156863
75,0.529411764705882,229.001420493733,0.37418532760414,0.42156862745098,0.57843137254902,0.73288357599704,0.38562091503268,0.509803921568627,0.875816993464052,0.75
80,NaN,203.430781615275,0.332403237933455,0.387254901960784,0.612745098039216,0.999997046025042,0.387254901960784,0.514705882352941,0.872549019607843,1
85,NaN,203.430781615275,0.332403237933455,0.387254901960784,0.612745098039216,0.999997046025042,0.387254901960784,0.514705882352941,0.872549019607843,1
90,NaN,203.430781615275,0.332403237933455,0.387254901960784,0.612745098039216,0.999997046025042,0.387254901960784,0.514705882352941,0.872549019607843,1
95,NaN,203.430781615275,0.332403237933455,0.387254901960784,0.612745098039216,0.999997046025042,0.387254901960784,0.514705882352941,0.872549019607843,1
100,NaN,203.430781615275,0.332403237933455,0.387254901960784,0.612745098039216,0.999997046025042,0.387254901960784,0.514705882352941,0.872549019607843,1
