alpha,确定性判断的错误率,决策总代价,平均代价,综合错误率,正确率,f1,边界域错误率,边界域首选项错误率,边界域次选项错误率,边界域比例
0,0,16.7016882880953,0.463935785780426,0.555555555555556,0.444444444444444,0.460484173499508,0,0,0,0
0,0,15.2078294693366,0.422439707481571,0.444444444444444,0.555555555555556,0.604536724877098,0,0,0,0
0,0,15.7743072837279,0.438175202325775,0.444444444444444,0.555555555555556,0.604536724877098,0,0,0,0
5,0.545454545454545,16.0380248648665,0.445500690690735,0.527777777777778,0.472222222222222,0.502734325391534,0.333333333333333,0.666666666666667,0.666666666666667,0.0833333333333333
10,0.53125,15.5985255781057,0.433292377169603,0.527777777777778,0.472222222222222,0.502734325391534,0.5,0.75,0.75,0.111111111111111
15,0.516129032258065,15.1851790667357,0.421810529631546,0.5,0.5,0.519401198347552,0.4,0.8,0.6,0.138888888888889
20,0.517241379310345,15.4042002933099,0.427894452591942,0.5,0.5,0.530395376964591,0.428571428571429,0.714285714285714,0.714285714285714,0.194444444444444
25,0.52,15.648776847141,0.434688245753917,0.472222222222222,0.527777777777778,0.547178477117872,0.363636363636364,0.636363636363636,0.727272727272727,0.305555555555556
30,0.52,15.629421792619,0.434150605350528,0.472222222222222,0.527777777777778,0.547178477117872,0.363636363636364,0.636363636363636,0.727272727272727,0.305555555555556
35,0.454545454545455,14.8351413214619,0.412087258929498,0.444444444444444,0.555555555555556,0.62952833263311,0.428571428571429,0.714285714285714,0.714285714285714,0.388888888888889
40,0.454545454545455,14.7014876815047,0.408374657819575,0.444444444444444,0.555555555555556,0.62952833263311,0.428571428571429,0.714285714285714,0.714285714285714,0.388888888888889
45,0.4,13.741266484902,0.381701846802835,0.444444444444444,0.555555555555556,0.658188343054802,0.5,0.75,0.75,0.444444444444444
50,0.388888888888889,13.4577690532687,0.373826918146352,0.444444444444444,0.555555555555556,0.674855151924117,0.5,0.722222222222222,0.777777777777778,0.5
55,0.3125,13.0118443246426,0.36144012012896,0.444444444444444,0.555555555555556,0.722175373959566,0.55,0.75,0.8,0.555555555555556
60,0.285714285714286,12.6140091817789,0.350389143938302,0.444444444444444,0.555555555555556,0.749908594454048,0.545454545454545,0.727272727272727,0.818181818181818,0.611111111111111
65,0.230769230769231,11.9666914843133,0.332408096786482,0.444444444444444,0.555555555555556,0.760695032824668,0.565217391304348,0.739130434782609,0.826086956521739,0.638888888888889
70,NaN,9.9554522228181,0.276540339522725,0.416666666666667,0.583333333333333,0.79994555986999,0.416666666666667,0.555555555555556,0.861111111111111,1
75,NaN,9.9554522228181,0.276540339522725,0.416666666666667,0.583333333333333,0.79994555986999,0.416666666666667,0.555555555555556,0.861111111111111,1
80,NaN,9.9554522228181,0.276540339522725,0.416666666666667,0.583333333333333,0.79994555986999,0.416666666666667,0.555555555555556,0.861111111111111,1
85,NaN,9.9554522228181,0.276540339522725,0.416666666666667,0.583333333333333,0.79994555986999,0.416666666666667,0.555555555555556,0.861111111111111,1
90,NaN,9.9554522228181,0.276540339522725,0.416666666666667,0.583333333333333,0.79994555986999,0.416666666666667,0.555555555555556,0.861111111111111,1
95,NaN,9.9554522228181,0.276540339522725,0.416666666666667,0.583333333333333,0.79994555986999,0.416666666666667,0.555555555555556,0.861111111111111,1
100,NaN,9.9554522228181,0.276540339522725,0.416666666666667,0.583333333333333,0.79994555986999,0.416666666666667,0.555555555555556,0.861111111111111,1
