alpha,确定性判断的错误率,决策总代价,平均代价,综合错误率,正确率,f1,边界域错误率,边界域首选项错误率,边界域次选项错误率,边界域比例
0,0,39.2401678207807,0.396365331523037,0.464646464646465,0.535353535353535,0.564041506048254,0,0,0,0
0,0,38.7976061462756,0.391895011578542,0.373737373737374,0.626262626262626,0.638374470754229,0,0,0,0
0,0,36.2880131101265,0.366545586970975,0.375,0.625,0.623928070926281,0,0,0,0
5,0.446808510638298,39.36264802555,0.397602505308586,0.444444444444444,0.555555555555556,0.597396428620814,0.4,0.8,0.6,0.0505050505050505
10,0.431818181818182,38.952142743817,0.393455987311283,0.424242424242424,0.575757575757576,0.620368791868987,0.363636363636364,0.727272727272727,0.636363636363636,0.111111111111111
15,0.404761904761905,38.9201725602351,0.393133056163991,0.414141414141414,0.585858585858586,0.645415988121333,0.466666666666667,0.8,0.666666666666667,0.151515151515152
20,0.379746835443038,38.1339216542751,0.38519112782096,0.393939393939394,0.606060606060606,0.67313691102056,0.45,0.8,0.65,0.202020202020202
25,0.383561643835616,38.0502813188714,0.384346275948196,0.383838383838384,0.616161616161616,0.694626405924003,0.384615384615385,0.692307692307692,0.692307692307692,0.262626262626263
30,0.367647058823529,38.0906964842827,0.384754509942249,0.383838383838384,0.616161616161616,0.726256950580985,0.419354838709677,0.67741935483871,0.741935483870968,0.313131313131313
35,0.375,37.2140947630999,0.375899947102019,0.383838383838384,0.616161616161616,0.73209886351698,0.4,0.628571428571429,0.771428571428571,0.353535353535354
40,0.372881355932203,36.8295445175088,0.372015601186957,0.383838383838384,0.616161616161616,0.749682798988618,0.4,0.6,0.8,0.404040404040404
45,0.375,35.4749768394618,0.358333099388503,0.383838383838384,0.616161616161616,0.781679376740795,0.392156862745098,0.549019607843137,0.843137254901961,0.515151515151515
50,0.375,35.4749768394618,0.358333099388503,0.383838383838384,0.616161616161616,0.781679376740795,0.392156862745098,0.549019607843137,0.843137254901961,0.515151515151515
55,0.355555555555556,35.3806133339513,0.357379932666175,0.383838383838384,0.616161616161616,0.797913465017087,0.407407407407407,0.555555555555556,0.851851851851852,0.545454545454545
60,0.375,34.2829780362336,0.346292707436703,0.383838383838384,0.616161616161616,0.807666864419387,0.389830508474576,0.525423728813559,0.864406779661017,0.595959595959596
65,0.371428571428571,33.5687124102903,0.339077903134246,0.373737373737374,0.626262626262626,0.830929457238986,0.375,0.515625,0.859375,0.646464646464647
70,NaN,30.7897284709336,0.311007358292259,0.363636363636364,0.636363636363636,0.999981861814887,0.363636363636364,0.464646464646465,0.898989898989899,1
75,NaN,30.7897284709336,0.311007358292259,0.363636363636364,0.636363636363636,0.999981861814887,0.363636363636364,0.464646464646465,0.898989898989899,1
80,NaN,30.7897284709336,0.311007358292259,0.363636363636364,0.636363636363636,0.999981861814887,0.363636363636364,0.464646464646465,0.898989898989899,1
85,NaN,30.7897284709336,0.311007358292259,0.363636363636364,0.636363636363636,0.999981861814887,0.363636363636364,0.464646464646465,0.898989898989899,1
90,NaN,30.7897284709336,0.311007358292259,0.363636363636364,0.636363636363636,0.999981861814887,0.363636363636364,0.464646464646465,0.898989898989899,1
95,NaN,30.7897284709336,0.311007358292259,0.363636363636364,0.636363636363636,0.999981861814887,0.363636363636364,0.464646464646465,0.898989898989899,1
100,NaN,30.7897284709336,0.311007358292259,0.363636363636364,0.636363636363636,0.999981861814887,0.363636363636364,0.464646464646465,0.898989898989899,1
