alpha,确定性判断的错误率,决策总代价,平均代价,综合错误率,正确率,f1,边界域错误率,边界域首选项错误率,边界域次选项错误率,边界域比例
0,0,445.762767775401,0.436594287733008,0.544564152791381,0.455435847208619,0.454027255559264,0,0,0,0
0,0,464.845182148779,0.45528421366188,0.481880509304603,0.518119490695397,0.515267121679546,0,0,0,0
0,0,470.034199010041,0.460366502458415,0.47546346782988,0.52453653217012,0.504254677720343,0,0,0,0
5,0.531540847983454,449.655550579543,0.440407003505919,0.541625857002938,0.458374142997062,0.475649454253643,0.722222222222222,0.777777777777778,0.944444444444444,0.0528893241919687
10,0.525109170305677,450.012716851219,0.440756823556532,0.531831537708129,0.468168462291871,0.497414981950152,0.59047619047619,0.714285714285714,0.876190476190476,0.102840352595495
15,0.51036866359447,444.42061026869,0.435279735816542,0.521057786483839,0.478942213516161,0.523292608895969,0.581699346405229,0.738562091503268,0.843137254901961,0.149853085210578
20,0.504283965728274,444.406723284608,0.435266134460929,0.514201762977473,0.485798237022527,0.547603466864078,0.553921568627451,0.705882352941177,0.848039215686274,0.199804113614104
25,0.503267973856209,441.967791220253,0.432877366523265,0.508325171400588,0.491674828599412,0.567216625099274,0.5234375,0.66796875,0.85546875,0.250734573947111
30,0.490909090909091,435.82309892527,0.426859058692723,0.502448579823702,0.497551420176298,0.592661709181626,0.529411764705882,0.669934640522876,0.859477124183007,0.299706170421156
35,0.487951807228916,433.961184525241,0.425035440279374,0.498530852105779,0.501469147894221,0.613892662228439,0.518207282913165,0.649859943977591,0.868347338935574,0.349657198824682
40,0.479474548440066,426.8499144335,0.41807043529236,0.492654260528893,0.507345739471107,0.640052171497732,0.512135922330097,0.640776699029126,0.871359223300971,0.403525954946131
45,0.486486486486487,424.333836498196,0.415606108225462,0.485798237022527,0.514201762977473,0.66141348866173,0.484978540772532,0.613733905579399,0.871244635193133,0.4564152791381
50,0.482828282828283,419.368567183137,0.41074296491982,0.482859941234084,0.517140058765916,0.690551448944442,0.482889733840304,0.602661596958175,0.880228136882129,0.515181194906954
55,0.494356659142212,414.606681448431,0.40607902198671,0.479921645445642,0.520078354554358,0.710488348928223,0.468858131487889,0.583044982698962,0.885813148788927,0.566111655239961
60,0.50990099009901,414.511267884432,0.405985570895624,0.476983349657199,0.523016650342801,0.725419338753389,0.455429497568882,0.567260940032415,0.888168557536467,0.604309500489716
65,0.495774647887324,411.399253490243,0.402937564632951,0.475024485798237,0.524975514201763,0.758801274682958,0.463963963963964,0.570570570570571,0.893393393393393,0.65230166503428
70,0.488524590163934,405.455893539281,0.397116448128581,0.471106758080313,0.528893241919687,0.787839122100026,0.463687150837989,0.568435754189944,0.895251396648045,0.701273261508325
75,0.482352941176471,401.725356140513,0.393462640686105,0.470127326150833,0.529872673849167,0.811553425159636,0.466057441253264,0.565274151436031,0.900783289817232,0.75024485798237
80,0.45049504950495,392.638401297604,0.384562586971209,0.465230166503428,0.534769833496572,0.851715034001567,0.468864468864469,0.567765567765568,0.901098901098901,0.802154750244858
85,0.44,372.079335307791,0.364426381300481,0.464250734573947,0.535749265426053,0.889140361812049,0.468427095292767,0.562571756601607,0.90585533869116,0.853085210577865
90,NaN,342.873908019649,0.335821653300342,0.459353574926543,0.540646425073457,0.99999793340222,0.459353574926543,0.544564152791381,0.914789422135162,1
95,NaN,342.873908019649,0.335821653300342,0.459353574926543,0.540646425073457,0.99999793340222,0.459353574926543,0.544564152791381,0.914789422135162,1
100,NaN,342.873908019649,0.335821653300342,0.459353574926543,0.540646425073457,0.99999793340222,0.459353574926543,0.544564152791381,0.914789422135162,1
